,pretty_comp,act_layer_1_0,act_layer_1_1,act_layer_2_0,act_layer_2_1,act_layer_3_0,act_layer_3_1,act_layer_4_0,act_layer_4_1,act_layer_5_0,act_layer_5_1,act_layer_6_0,act_layer_6_1,act_layer_7_0,act_layer_7_1,act_layer_8_0,act_layer_8_1,act_layer_9_0,act_layer_9_1,act_layer_10_0,act_layer_10_1,act_layer_11_0,act_layer_11_1,act_layer_12_0,act_layer_12_1,act_layer_13_0,act_layer_13_1,act_layer_14_0,act_layer_14_1,act_layer_15_0,act_layer_15_1,act_layer_16_0,act_layer_16_1
3202,BePb,-2.88408792818,-0.659706157237,45.4534530311,87.0289757596,3561.95073669,-1283.453303,100129.151612,-12484.3077542,345683.431965,-133494.213714,71423.8561554,-178.062249033,123018.912117,-28.4955294547,206743.995046,-12.9852164319,28232.411377,-0.834959367455,13149.0539326,-4.25311673538,7129.14867151,-703.264986172,946.029255089,-0.243461629889,291.024434319,-0.0691866953569,68.5871148216,-5.31199849638,4.35425125854,-1.50254973159,2.33154212502,-1.10981545912
3203,CaB,1.23382294575,1.62583737211,52.1621079283,-14.9641215859,1988.17524231,-461.829994664,86398.8795343,-5837.14970293,8362.13459094,489360.537587,64355.5516399,-179.618810848,110844.341931,-28.6973918851,192218.307546,-13.070108753,26248.8254396,-0.840418242908,12225.1681391,-4.27761782764,6733.96280417,-708.269399999,881.220051006,-0.244996994119,271.087272674,-0.0696229726157,65.3563428269,-5.34260184038,4.11005601452,-1.50986181823,2.31159628878,-1.13092441199
3204,ThW,-1.55582804398,5.54829233135,98.6356127495,46.5874640904,487.679159606,-774.115866136,-26451.2604424,-2395.82028574,-154650.205218,107412.615095,-26984.7781678,-199.733517169,-46481.8258988,-31.296404502,-68589.1924494,-14.594343254,-9366.28588715,-0.938431872316,-4363.11079283,-4.71869778741,-3680.90191193,1690.07528539,-309.93430657,-0.273216069163,-95.3459373678,-0.0776413066128,-41.9736032402,17.1641023907,-1.47028915529,-1.67695748604,1.52821270652,-1.32521930399
3205,SmRe,0.4336904685,3.66979934649,118.021103557,-5.29761545419,3133.31773656,-1359.61542457,90037.1394791,-10280.0487333,301573.060288,-128738.263377,59981.2001839,-180.582118021,103309.883095,-28.8223871755,171556.370046,-13.1908630948,23427.2902834,-0.848183174446,10910.9958122,-4.31260728517,6144.22233207,-715.737545035,784.504719002,-0.24728823135,241.334856904,-0.0702740194419,58.5344331415,-5.40722207639,3.59442776893,-1.52530158825,2.26947970726,-1.17549696957
3206,KPu,1.58752770284,2.95206674969,73.3521483851,-35.8044994141,1282.23923648,-1241.59569992,-6633.08229863,-5665.12867232,-24860.3791474,-71608.7132928,-16050.2510902,-197.325546874,-27648.006748,-30.9851043581,-41181.5674498,-14.4341651625,-5623.58080917,-0.928131859348,-2619.88915023,-4.67234353207,-3674.9827544,1146.56194741,-183.272258266,-0.270215378426,-56.3810516315,-0.0767886646498,-1.57489067494,-5.97660497218,-0.948880040818,-1.66134461595,1.6045157043,-1.30778309941
3207,HgMo,-3.34567884625,2.64031186009,127.382715024,104.176081885,3998.61974639,-1649.81112307,106886.062541,-12295.2600038,11284.7040532,500970.335613,66608.7312726,-179.12262207,114725.256318,-28.6330222828,178009.776296,-13.1531475212,24308.5520021,-0.845757921336,11321.4564862,-4.301644194,6315.17142079,-713.572740942,812.539753174,-0.246624066603,249.959252275,-0.0700852908498,60.2792344891,-5.39069452324,3.72630687843,-1.5213526519,2.28025158942,-1.16409693851
3208,AgOs,-5.6806441006,2.18746911034,97.4243359658,144.236045075,5982.11524633,-1607.30202363,240585.831932,-20333.7740049,214103.751822,904274.432132,170957.697482,-156.143191027,294457.722787,-25.6633068598,471232.807541,-11.4394672753,64350.2395005,-0.735562249523,29971.4823285,-3.80577358155,14631.1582166,-608.263713587,2176.33284361,-0.214315088914,669.501074299,-0.0609048608614,145.156646836,-4.58669701069,10.1416892648,-1.32925295709,2.80425982221,-0.609531817357
3209,OsC,-6.24352323616,1.81462749208,28.4628656356,146.128244672,-825.235838539,-54.6791235384,2795.72739521,54800.4788869,154054.229176,225004.487626,76704.2622768,-176.899413092,132113.973842,-28.3459228567,202569.807546,-13.0096115916,27662.395752,-0.836528063948,12883.5595523,-4.260008704,7061.83965271,-704.117350115,934.990802944,-0.243723136643,287.628707308,-0.0692609990359,68.234446835,-5.3153391282,4.32759444733,-1.5033479327,2.32936475364,-1.11211980121
3210,TcBr,-3.10757311847,0.417547951589,-38.6161574146,19.2362551752,1414.45542725,83.5709526849,94121.2098813,-3889.93092449,341661.96797,-131030.857517,71180.9967863,-178.115730829,122600.606496,-28.502962718,198442.588796,-13.0337322522,27098.7941895,-0.838079108789,12621.0533961,-4.26690255131,6908.37548044,-706.060734961,909.823200412,-0.244319370422,279.886434673,-0.0694304310372,66.6633207576,-5.33022155007,4.20884262829,-1.5069037906,2.31966515853,-1.12238501614
3211,BSe,-3.58958118974,-1.29479615433,-54.8116560014,61.1366389699,-955.44859733,221.746163197,8213.3995017,61966.1910592,189917.056762,307535.30945,95386.636822,-172.785233976,164292.81912,-27.8150023566,258467.463795,-12.6829295131,35295.6184079,-0.815521254515,16438.8490616,-4.16539628278,8595.34474845,-684.69789527,1186.48030483,-0.237765217687,364.994078001,-0.0675680782837,83.5519114256,-5.17024512628,5.48535140943,-1.46868051216,2.42393031516,-1.01203976657
3212,SmMo,1.50594747691,4.00619913016,130.986372643,-57.8294514237,3935.41227655,-1958.29221668,99939.7794584,-11921.5562437,329759.315132,-133625.357679,66564.2937737,-179.132407969,114648.716682,-28.6344096712,199206.213796,-13.0292694068,27203.0754395,-0.837792124321,12669.6252153,-4.26587695331,6978.09934333,-705.177790776,921.257648651,-0.244048482312,283.403993928,-0.0693534358678,-42.5064745903,73.4255172165,4.54603694513,-1.49680697619,2.34720714137,-1.09323695682
3213,CaCr,1.65344653231,3.28789271922,161.282933959,-59.4884822008,4050.16330471,-2216.79797137,94706.5436955,-10837.5688378,293806.717672,-118041.166776,61854.2704508,-180.169635841,106536.091706,-28.7694542512,166952.057547,-13.2177720294,22798.5402834,-0.849913509329,10618.144572,-4.32016525987,6026.49746182,-717.228347256,765.198200452,-0.247745612958,235.395640658,-0.0704039634116,57.3328733914,-5.41860379767,3.50360903206,-1.5280210289,2.26206169784,-1.18334755099
3214,SeN,-4.04652808734,-3.12032102552,-123.483572157,6.7882680729,-930.627178596,319.837436279,-1152.1746128,39313.7884638,54875.091711,279878.797148,51854.8175692,-182.37168677,89312.8596333,-29.0535731436,143904.307547,-13.3524697499,19651.2082523,-0.858575041578,9152.22789948,-4.35929815772,-3696.5861771,3136.74658617,645.295368455,-0.250586174295,198.510083557,-0.0712111129422,50.2190992293,-5.48598870695,2.96592102894,-1.54412134765,2.19226185624,-1.20680684011
3215,SrPa,3.46996032418,0.665345008514,11.4118132581,-60.5110874018,-737.859797142,-263.765753759,-59427.2900319,-2204.53031673,-189698.840184,-46331.5093453,-55851.9171135,-206.090555987,-96203.0854091,-32.1179727952,-155619.48151,-15.1029734477,-21250.8884257,-0.971138579819,-9898.54486991,-4.865981996,-3012.95137066,-831.698895099,-717.24044354,-0.282865366394,-220.644965264,-0.0803831008595,-34.928585482,-6.29254636245,-3.49015793943,-1.37769956936,0.629962844371,-1.36017322771
3216,DyW,2.04671354107,5.24480127724,177.399677743,-57.6095755601,4802.62129011,-2329.10326078,128652.758665,-12883.6719028,416681.429058,-144474.930946,88530.0588639,-174.295169973,152482.930561,-28.0085363225,244069.401295,-12.7670759568,33329.462158,-0.820932163055,15523.0822062,-4.18985014745,8191.72694469,-689.809086447,1120.28841031,-0.239333338583,344.631563005,-0.068013653317,79.4323706353,-5.20926729316,5.17397941893,-1.47800411296,2.39849745586,-1.03895571143
3217,CaNb,2.79308738418,4.57822681455,192.59613424,-103.555791094,7345.02189588,-3735.9713038,185097.372531,-17719.6240175,589694.736739,-168683.279944,131221.370325,-164.893811402,226015.184362,-26.7962815672,351367.682543,-12.1399937518,47981.8020012,-0.780608576975,22347.6319627,-4.00819938045,-3721.05124362,5688.34559444,1585.9195137,-0.228302292132,487.873021775,-0.0648792291909,108.411521826,-4.93476357268,7.36434253591,-1.41241673859,2.57740629086,-0.849614030241
3218,CaNp,3.2635116168,-0.0766215513775,-10.2644386089,-51.5439166156,-987.254331676,-30.7327804037,-63074.7709998,-2222.27547377,-202586.710115,-44075.7558898,-58853.6133294,-206.751580947,-101373.258944,-32.2034279594,-162329.429752,-15.1421883269,-22167.1794413,-0.973660234383,-10325.3214529,-4.87731761182,-3199.31092783,-834.058848787,-747.802768056,-0.283589403983,-230.046813135,-0.0805888336061,-36.8306710908,-6.31056378377,-3.64380615233,-1.19880475427,0.448234664781,-1.19956811004
3219,PbN,-3.3480333779,-2.54593978758,-94.8569152591,16.5050121104,-516.956277718,351.15366364,20122.3189986,25969.891619,152157.06024,7539.95266414,44297.5208782,-184.035933044,76296.0416164,-29.2681765892,139586.745047,-13.3777028345,19061.6145023,-0.860197617534,8877.61513379,-4.36649712091,-3707.91389713,3675.96366996,637.208942676,-0.250777745987,196.022457794,-0.0712655538149,-41.8073412306,-5.41898881175,3.01188108114,-1.54274513786,2.19917165511,-1.2056408378
3220,CaU,3.2635116168,-0.0766215513775,-10.2644386089,-51.5439166156,-987.254331676,-30.7327804037,-63074.7709998,-2222.27547377,-202685.364494,-44079.4966752,-58884.8745592,-206.758465206,-101427.103841,-32.204338394,-162982.872135,-15.1460072333,-22256.4116191,-0.973905803449,-10366.8826713,-4.87843028403,-3652.03477868,-617.611252892,-750.189730946,-0.283645952393,-230.781109849,-0.0806049011621,-36.979226768,-6.31197097081,-3.65580632108,-1.18483280786,0.434293277391,-1.18717922947
3221,BiMo,-3.35017092181,1.74579281673,43.3353868097,90.8833436794,2782.238893,-373.310089989,136496.11579,-7947.3728743,465128.136535,-148181.377944,101695.792918,-171.395849656,175159.819749,-27.6343225368,291204.432544,-12.4916051945,39766.0832515,-0.803218429446,18521.0370239,-4.1101733827,9496.38723542,-673.287594816,1334.24812705,-0.234264520034,410.451684663,-0.0665733777434,-42.6747883047,91.1963500899,6.44636438652,-1.43990431637,2.50242586911,-0.928966842023
3222,TeW,-4.01914326244,2.18167821445,46.2514957952,90.8883608099,1300.57932659,258.260868553,77347.0089742,-8908.20787535,257664.990384,-114417.189062,52371.1847442,-182.257973867,90202.2595386,-29.0385507917,143148.901297,-13.3568845626,19548.0520023,-0.85885893002,9104.18139865,-4.36065309671,-3709.71153542,3816.40898077,674.683796181,-0.24988994694,207.550809837,-0.0710132661376,52.4049434518,-5.46528339479,3.13113616461,-1.5391742104,2.21710106841,-1.20261534025
3223,RbTh,1.75038289618,3.56943258473,87.2616671989,-30.6932222739,1866.32021513,-1404.32403258,13364.5010675,-7106.16782208,38681.5735025,-81295.3155278,-684.919432993,-193.941837461,-1182.49370421,-30.54788583,-1677.78620053,-14.2032936335,-229.059325011,-0.913286008532,-107.308374468,-4.60557680352,1305.79021836,-777.008755816,-8.98166993563,-0.266086342454,-2.76427920361,-0.0756154219278,9.30547401608,-5.87354120168,-0.126497589477,-1.63671951827,1.72733317131,-1.28526026554
3224,CaTc,-0.113401863278,3.48237253773,118.391441898,7.48912232987,4759.7817323,-1776.15871696,147346.539443,-12663.5594917,476875.056287,-149385.057011,104767.839719,-170.719332291,180451.165878,-27.5461892429,308250.088794,-12.3919854468,42093.7941889,-0.796812513848,19605.202954,-4.08126882592,9999.3173335,-666.91876803,1416.72688679,-0.232310554709,435.824494703,-0.0660181847771,99.4685537913,-5.01947543955,6.68839645132,-1.43265700312,2.52219504222,-0.90804485418
3225,CuB,-4.09634083773,1.18613586171,56.0531696462,122.603947375,1858.88886374,-369.026865172,71792.0189718,9612.44667485,316502.508555,-103102.412177,74597.0592031,-177.363455329,128484.490472,-28.4061719482,219144.213796,-12.9127459652,29925.7473144,-0.830299266873,13937.7506089,-4.23201836757,-3762.97936139,8228.59669613,1012.43391816,-0.241888468394,311.452433021,-0.0687396900982,72.7199148969,-5.27285073152,4.66662501214,-1.49319613439,2.35705679328,-1.08281293471
3226,TcPb,-3.7597463815,1.2538304698,71.4039514952,93.1634312144,3386.66240291,-1236.84027221,116759.2564,-10491.4547096,382363.752323,-135500.352668,81707.480905,-175.797618588,140731.604098,-28.2027569775,212531.807546,-12.9513907808,29022.7785644,-0.832784258247,13517.178164,-4.24307787738,7339.36998014,-700.602860547,980.504718947,-0.242644887965,301.630096026,-0.0689546249806,-42.5260232351,75.4894945955,4.76674889862,-1.49019806399,2.36523488906,-1.07415794345
3227,NaTc,-1.69541124242,4.22547619337,140.947742293,58.8616071122,12487.7969755,-161.144556266,711190.171341,-40691.4082126,2310702.38411,-421328.647074,551214.531975,-72.404117951,949418.677733,-14.8425103349,1568905.74502,-5.02434899007,214245.25512,-0.323047618413,99787.3676588,-1.94897397409,45531.6926989,-216.956546922,7243.9146293,-0.094261403354,2228.43442084,-0.0267920722777,464.346068364,-1.5631894149,34.2673272558,-0.606844312347,4.96476514479,1.74904721684
3228,SrHf,5.3978017474,3.39685151467,202.845589743,-132.834332092,7741.34503879,-3931.27503253,198373.00701,-20130.7432365,613810.953845,-168069.026932,138744.823267,-163.237018102,238973.710743,-26.5803093035,391970.432543,-11.9026995314,53526.395751,-0.765349723731,24930.1105015,-3.93951841993,-3731.29143463,6115.32630784,1757.10676951,-0.224246775744,540.53510228,-0.0637269264327,120.893849205,-4.81652528188,8.30780797861,-1.38416597929,2.65446849279,-0.768058041848
3229,TbCr,2.72767699955,4.12138362884,234.887854558,-67.4953330717,4280.17501033,-2414.07112398,116875.968276,-12136.714552,370350.305813,-134749.442735,78376.4184861,-176.531175632,134994.125033,-28.2983195727,227038.495045,-12.8666095012,31003.7707519,-0.827332520856,14439.8561046,-4.21871811461,-3655.61277502,-704.647864699,1159.99861538,-0.238392582879,356.847534565,-0.0677463725061,82.837885967,-5.17700870068,5.43138201821,-1.47029655045,2.41952213861,-1.01670500046
3230,PmMo,1.46243858525,3.96358352492,131.544535638,-60.4075987311,3869.07521998,-2050.21597114,90782.088698,-11090.3060413,296198.337411,-127992.869792,58652.3564663,-180.874752186,101021.058601,-28.860270895,161184.870047,-13.2514771421,22010.9895022,-0.85208086772,10251.3315463,-4.33004160246,-3697.99546601,3300.73927313,713.567829373,-0.248968763683,219.512645562,-0.0707515213344,-42.41139311,63.3866614916,3.47252911746,-1.52895167368,2.25952304038,-1.1860342471
3231,YW,1.80387495286,5.73717238879,176.913440896,-55.0744895032,4278.53832658,-2200.89397131,122725.242023,-1990.49660892,443559.476796,-129996.846471,102353.933527,-171.250915812,176293.411333,-27.6165788906,279477.276295,-12.5601420891,38164.6574703,-0.807625591103,17775.1479402,-4.12993171572,-3781.08090457,9670.6167445,1304.07185753,-0.234979411776,401.16860639,-0.0667765335585,90.8703729367,-5.10092132519,6.03851050458,-1.4521169331,2.46911237438,-0.964222971765
3232,PmRe,0.520033851642,3.65223027077,122.803528536,-10.4564025471,3866.8258958,-1459.08073092,131359.337978,-11854.4748168,437840.898265,-150257.677522,92638.4493889,-173.390431956,159559.293619,-27.8922926547,246915.870045,-12.7504403697,33718.165283,-0.819862442854,15704.1264748,-4.18494447998,8266.66620683,-688.860097349,1132.57820523,-0.239042186859,348.412218701,-0.0679309685942,81.1184130577,-5.19329633132,5.30141779173,-1.47418814829,2.40890665161,-1.02793951638
3233,ReCl,-3.38638817844,1.32574205098,-23.0678586181,39.7911858506,1349.46678848,-61.8962014624,87751.8917301,3662.09679953,336879.549699,-131112.286054,69704.9655722,-178.440778204,120058.264842,-28.5453623876,180298.745046,-13.1397701255,24621.1262209,-0.844897709687,11467.0425435,-4.29776751451,6416.19744395,-712.293403625,829.107624263,-0.246231564997,255.05599252,-0.0699737695084,61.3103613142,-5.38092722026,3.80424376156,-1.51901894043,2.28661750608,-1.15735980134
3234,CsEr,4.96061035107,3.67684194341,177.537466881,-116.117325877,9208.671328,-2953.86984205,357555.531683,-24050.7669457,1137416.8992,-245424.134288,266332.195161,-135.140091789,458732.407576,-22.9514829223,727579.495037,-9.94130305341,99356.1926241,-0.63922503791,46276.0386217,-3.37208469693,21681.6631992,-518.980043433,3332.59138821,-0.186922714087,1025.19932648,-0.0531214949817,218.104883534,-3.89569808378,15.6554152822,-1.16415210706,3.25462067717,-0.132908729282
3235,TbNb,3.49534884166,5.37151811157,244.528456154,-100.750224445,5998.4304237,-3641.83287464,136913.079292,-9362.31638021,458353.470611,-148135.281374,99668.5429678,-171.842284845,171668.048778,-27.6907500303,291186.463794,-12.491710209,39763.6301265,-0.803225180504,18519.8929724,-4.1101629995,9507.19300362,-673.150756583,1336.02009971,-0.234222541067,410.996802954,-0.066561448805,-42.6859877586,92.3788064548,6.57281052774,-1.4361180627,2.51275399292,-0.918036446528
3236,CeTa,3.50638111026,4.19990306376,189.082896291,-88.1351540939,5332.44023137,-2710.20465992,147035.715508,-12532.1089969,480697.171914,-154724.880171,103816.324117,-170.928872337,178812.259572,-27.573917992,287860.432544,-12.5111484981,39309.434814,-0.804475136755,18308.3460009,-4.11580274037,-3717.83925376,4913.27705396,1300.62581261,-0.235061050398,400.108499314,-0.0667997258808,-41.8323107762,-5.0557339971,6.16823644298,-1.44823247046,2.47970833042,-0.953009125735
3237,SnC,-4.02355731155,-1.80088805033,-22.1012730387,91.02341298,129.249790428,-326.221509034,16044.0039535,34580.2827983,138149.265392,76070.3252161,49649.8019979,-182.857268996,85514.902907,-29.1157535423,132176.838797,-13.4210084709,18049.7395024,-0.862982321486,8406.31952998,-4.3792124523,5051.51465551,-729.574986752,605.304401669,-0.251533581393,186.207705391,-0.0714803155913,47.6532521424,-5.51029357934,2.77198360097,-1.54992853395,2.16310439627,-1.2117269418
3238,RbSi,-0.462266118022,1.46684625663,44.6624926933,36.1065307821,1721.0143981,-23.7287784144,66238.2361392,3207.52449636,361066.713494,-107574.073127,86288.8401685,-174.788724747,148622.617537,-28.0737048904,256684.151295,-12.6933517074,35052.0949705,-0.816191436779,16325.4242756,-4.16849539126,8542.62341907,-685.365528836,1177.83418666,-0.237970048787,362.334265692,-0.0676262970162,-42.6175233526,85.1502242815,5.799821145,-1.4592641537,2.44961619264,-0.984856049101
3239,YbW,1.55666285618,5.67034202635,220.249278035,-58.1054173639,12438.9226907,-2594.58676921,530364.118725,-37210.8947342,643458.171987,1926775.69087,413669.472824,-102.693897686,712508.689588,-18.7612058414,1104657.37003,-7.7375508352,150848.848872,-0.497516029046,70259.5245632,-2.73407717902,32427.219464,-382.90430084,5094.82576271,-0.145174452209,1567.31313087,-0.0412588988286,-44.3128339071,264.143841292,24.9405391717,-0.88612199786,4.01302928143,0.669725529464
